country,cn_code,description,product_group,year,default_direct_tco2e_per_ton,default_indirect_tco2e_per_ton,default_total_tco2e_per_ton,adopted_default_total_tco2e_per_ton,underlying_cbam_benchmark_route,has_country_value
Türkiye,721933,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of > 1 mm but < 3 mm",Iron and steel,2027,5.54,,5.54,6.648,,true
Türkiye,721933,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of > 1 mm but < 3 mm",Iron and steel,2028,5.54,,5.54,7.202,,true
Türkiye,721934,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 0,5 mm but <= 1 mm",Iron and steel,2026,5.54,,5.54,6.094,,true
Türkiye,721934,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 0,5 mm but <= 1 mm",Iron and steel,2027,5.54,,5.54,6.648,,true
Türkiye,721934,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 0,5 mm but <= 1 mm",Iron and steel,2028,5.54,,5.54,7.202,,true
Türkiye,721935,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of < 0,5 mm",Iron and steel,2026,5.54,,5.54,6.094,,true
Türkiye,721935,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of < 0,5 mm",Iron and steel,2027,5.54,,5.54,6.648,,true
Türkiye,721935,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of < 0,5 mm",Iron and steel,2028,5.54,,5.54,7.202,,true
Türkiye,721990,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked",Iron and steel,2026,5.54,,5.54,6.094,,true
Türkiye,721990,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked",Iron and steel,2027,5.54,,5.54,6.648,,true
Türkiye,721990,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked",Iron and steel,2028,5.54,,5.54,7.202,,true
Türkiye,7220,"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced""",Iron and steel,2026,,,,,,false
Türkiye,7220,"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced""",Iron and steel,2027,,,,,,false
Türkiye,7220,"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced""",Iron and steel,2028,,,,,,false
Türkiye,72201100,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, of a thickness of >= 4,75 mm",Iron and steel,2026,5.47,,5.47,6.017,,true
Türkiye,72201100,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, of a thickness of >= 4,75 mm",Iron and steel,2027,5.47,,5.47,6.564,,true
Türkiye,72201100,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, of a thickness of >= 4,75 mm",Iron and steel,2028,5.47,,5.47,7.111,,true
Türkiye,72201200,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, of a thickness of < 4,75 mm",Iron and steel,2026,5.47,,5.47,6.017,,true
Türkiye,72201200,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, of a thickness of < 4,75 mm",Iron and steel,2027,5.47,,5.47,6.564,,true
Türkiye,72201200,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, of a thickness of < 4,75 mm",Iron and steel,2028,5.47,,5.47,7.111,,true
Türkiye,722020,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ""cold-reduced""",Iron and steel,2026,5.54,,5.54,6.094,,true
Türkiye,722020,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ""cold-reduced""",Iron and steel,2027,5.54,,5.54,6.648,,true
Türkiye,722020,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ""cold-reduced""",Iron and steel,2028,5.54,,5.54,7.202,,true
Türkiye,722090,"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked",Iron and steel,2026,5.54,,5.54,6.094,,true
Türkiye,722090,"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked",Iron and steel,2027,5.54,,5.54,6.648,,true
Türkiye,722090,"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked",Iron and steel,2028,5.54,,5.54,7.202,,true
Türkiye,7221,"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils",Iron and steel,2026,5.31,,5.31,5.841,,true
Türkiye,7221,"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils",Iron and steel,2027,5.31,,5.31,6.372,,true
Türkiye,7221,"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils",Iron and steel,2028,5.31,,5.31,6.903,,true
Türkiye,7222,"Other bars and rods of stainless steel; angles, shapes and sections of stainless steel, n.e.s.",Iron and steel,2026,,,,,,false
Türkiye,7222,"Other bars and rods of stainless steel; angles, shapes and sections of stainless steel, n.e.s.",Iron and steel,2027,,,,,,false
Türkiye,7222,"Other bars and rods of stainless steel; angles, shapes and sections of stainless steel, n.e.s.",Iron and steel,2028,,,,,,false
Türkiye,722211,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only hot-extruded, of circular cross-section",Iron and steel,2026,5.31,,5.31,5.841,,true
Türkiye,722211,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only hot-extruded, of circular cross-section",Iron and steel,2027,5.31,,5.31,6.372,,true
Türkiye,722211,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only hot-extruded, of circular cross-section",Iron and steel,2028,5.31,,5.31,6.903,,true
Türkiye,722219,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only extruded (excl. of circular cross-section)",Iron and steel,2026,5.31,,5.31,5.841,,true
Türkiye,722219,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only extruded (excl. of circular cross-section)",Iron and steel,2027,5.31,,5.31,6.372,,true
Türkiye,722219,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only extruded (excl. of circular cross-section)",Iron and steel,2028,5.31,,5.31,6.903,,true
Türkiye,722220,"Other bars and rods of stainless steel, not further worked than cold-formed or cold-finished",Iron and steel,2026,5.31,,5.31,5.841,,true
Türkiye,722220,"Other bars and rods of stainless steel, not further worked than cold-formed or cold-finished",Iron and steel,2027,5.31,,5.31,6.372,,true
Türkiye,722220,"Other bars and rods of stainless steel, not further worked than cold-formed or cold-finished",Iron and steel,2028,5.31,,5.31,6.903,,true
Türkiye,722230,"Other bars and rods of stainless steel, cold-formed or cold-finished and further worked, or not further worked than forged, or forged, or hot-formed by other means and further worked, n.e.s.",Iron and steel,2026,5.97,,5.97,6.567,,true
Türkiye,722230,"Other bars and rods of stainless steel, cold-formed or cold-finished and further worked, or not further worked than forged, or forged, or hot-formed by other means and further worked, n.e.s.",Iron and steel,2027,5.97,,5.97,7.164,,true
Türkiye,722230,"Other bars and rods of stainless steel, cold-formed or cold-finished and further worked, or not further worked than forged, or forged, or hot-formed by other means and further worked, n.e.s.",Iron and steel,2028,5.97,,5.97,7.761,,true
Türkiye,722240,"Angles, shapes and sections of stainless steel, n.e.s.",Iron and steel,2026,5.31,,5.31,5.841,,true
Türkiye,722240,"Angles, shapes and sections of stainless steel, n.e.s.",Iron and steel,2027,5.31,,5.31,6.372,,true
Türkiye,722240,"Angles, shapes and sections of stainless steel, n.e.s.",Iron and steel,2028,5.31,,5.31,6.903,,true
Türkiye,7223,"Wire of stainless steel, in coils (excl. bars and rods)",Iron and steel,2026,,,,,,false
Türkiye,7223,"Wire of stainless steel, in coils (excl. bars and rods)",Iron and steel,2027,,,,,,false
Türkiye,7223,"Wire of stainless steel, in coils (excl. bars and rods)",Iron and steel,2028,,,,,,false
Türkiye,722300,"Wire of stainless steel, in coils (excl. bars and rods)",Iron and steel,2026,5.31,,5.31,5.841,,true
Türkiye,722300,"Wire of stainless steel, in coils (excl. bars and rods)",Iron and steel,2027,5.31,,5.31,6.372,,true
Türkiye,722300,"Wire of stainless steel, in coils (excl. bars and rods)",Iron and steel,2028,5.31,,5.31,6.903,,true
Türkiye,7224,"Steel, alloy, other than stainless, in ingots or other primary forms, semi-finished products of alloy steel other than stainless (excl. waste and scrap in ingot form, and products obtained by continuous casting)",Iron and steel,2026,,,,,,false
Türkiye,7224,"Steel, alloy, other than stainless, in ingots or other primary forms, semi-finished products of alloy steel other than stainless (excl. waste and scrap in ingot form, and products obtained by continuous casting)",Iron and steel,2027,,,,,,false
Türkiye,7224,"Steel, alloy, other than stainless, in ingots or other primary forms, semi-finished products of alloy steel other than stainless (excl. waste and scrap in ingot form, and products obtained by continuous casting)",Iron and steel,2028,,,,,,false
Türkiye,722410,"Steel, alloy, other than stainless, in ingots or other primary forms (excl. waste and scrap in ingot form, and products obtained by continuous casting)",Iron and steel,2026,6.95,,6.95,7.645,F,true
Türkiye,722410,"Steel, alloy, other than stainless, in ingots or other primary forms (excl. waste and scrap in ingot form, and products obtained by continuous casting)",Iron and steel,2027,6.95,,6.95,8.34,F,true
Türkiye,722410,"Steel, alloy, other than stainless, in ingots or other primary forms (excl. waste and scrap in ingot form, and products obtained by continuous casting)",Iron and steel,2028,6.95,,6.95,9.035,F,true
Türkiye,72249002,Semi-finished products of tool steel,Iron and steel,2026,6.45,,6.45,7.095,F,true
Türkiye,72249002,Semi-finished products of tool steel,Iron and steel,2027,6.45,,6.45,7.74,F,true
Türkiye,72249002,Semi-finished products of tool steel,Iron and steel,2028,6.45,,6.45,8.385,F,true
Türkiye,72249003,"Semi-finished products of high-speed steel, of square or rectangular cross-section, hot-rolled or obtained by continuous casting the width measuring < twice the thickness",Iron and steel,2026,6.45,,6.45,7.095,F,true
Türkiye,72249003,"Semi-finished products of high-speed steel, of square or rectangular cross-section, hot-rolled or obtained by continuous casting the width measuring < twice the thickness",Iron and steel,2027,6.45,,6.45,7.74,F,true
Türkiye,72249003,"Semi-finished products of high-speed steel, of square or rectangular cross-section, hot-rolled or obtained by continuous casting the width measuring < twice the thickness",Iron and steel,2028,6.45,,6.45,8.385,F,true
Türkiye,72249005,"Semi-finished products of steel containing by weight <= 0,7% of carbon, 0,5% to 1,2% of manganese, 0,6% to 2,3% of silicon, or of steel containing by weight >= 0,0008% of boron with any other element < the minimum content referred to in Note 1 f to chapter 72, of square or rectangular cross-section, hot rolled or obtained by continuous casting, the width measuring < twice the thickness",Iron and steel,2026,6.45,,6.45,7.095,F,true
Türkiye,72249005,"Semi-finished products of steel containing by weight <= 0,7% of carbon, 0,5% to 1,2% of manganese, 0,6% to 2,3% of silicon, or of steel containing by weight >= 0,0008% of boron with any other element < the minimum content referred to in Note 1 f to chapter 72, of square or rectangular cross-section, hot rolled or obtained by continuous casting, the width measuring < twice the thickness",Iron and steel,2027,6.45,,6.45,7.74,F,true
Türkiye,72249005,"Semi-finished products of steel containing by weight <= 0,7% of carbon, 0,5% to 1,2% of manganese, 0,6% to 2,3% of silicon, or of steel containing by weight >= 0,0008% of boron with any other element < the minimum content referred to in Note 1 f to chapter 72, of square or rectangular cross-section, hot rolled or obtained by continuous casting, the width measuring < twice the thickness",Iron and steel,2028,6.45,,6.45,8.385,F,true
Türkiye,72249007,"Semi-finished products of alloy steel other than stainless steel, of square or rectangular cross-section, hot-rolled or obtained by continuous casting, the width measuring < twice the thickness (excl. of tool steel, high-speed steel and articles of subheading 7224.90.05)",Iron and steel,2026,6.45,,6.45,7.095,F,true
Türkiye,72249007,"Semi-finished products of alloy steel other than stainless steel, of square or rectangular cross-section, hot-rolled or obtained by continuous casting, the width measuring < twice the thickness (excl. of tool steel, high-speed steel and articles of subheading 7224.90.05)",Iron and steel,2027,6.45,,6.45,7.74,F,true
Türkiye,72249007,"Semi-finished products of alloy steel other than stainless steel, of square or rectangular cross-section, hot-rolled or obtained by continuous casting, the width measuring < twice the thickness (excl. of tool steel, high-speed steel and articles of subheading 7224.90.05)",Iron and steel,2028,6.45,,6.45,8.385,F,true
Türkiye,72249014,"Semi-finished products of alloy steel other than stainless steel, of square or rectangular cross-section, hot-rolled or obtained by continuous casting, the width measuring >= twice the thickness (excl. of tool steel)",Iron and steel,2026,6.45,,6.45,7.095,F,true
Türkiye,72249014,"Semi-finished products of alloy steel other than stainless steel, of square or rectangular cross-section, hot-rolled or obtained by continuous casting, the width measuring >= twice the thickness (excl. of tool steel)",Iron and steel,2027,6.45,,6.45,7.74,F,true
Türkiye,72249014,"Semi-finished products of alloy steel other than stainless steel, of square or rectangular cross-section, hot-rolled or obtained by continuous casting, the width measuring >= twice the thickness (excl. of tool steel)",Iron and steel,2028,6.45,,6.45,8.385,F,true
Türkiye,72249018,"Semi-finished products of alloy steel other than stainless steel, of square or rectangular cross-section, forged (excl. of tool steel)",Iron and steel,2026,6.95,,6.95,7.645,F,true
Türkiye,72249018,"Semi-finished products of alloy steel other than stainless steel, of square or rectangular cross-section, forged (excl. of tool steel)",Iron and steel,2027,6.95,,6.95,8.34,F,true
Türkiye,72249018,"Semi-finished products of alloy steel other than stainless steel, of square or rectangular cross-section, forged (excl. of tool steel)",Iron and steel,2028,6.95,,6.95,9.035,F,true
Türkiye,72249031,"Semi-finished products of steel containing by weight 0,9% to 1,15% carbon, 0,5% to 2% of chromium and, if present, <= 0,5% of molybdenum, cut into shapes other than square or rectangular, hot-rolled or obtained by continuous casting",Iron and steel,2026,6.45,,6.45,7.095,F,true
Türkiye,72249031,"Semi-finished products of steel containing by weight 0,9% to 1,15% carbon, 0,5% to 2% of chromium and, if present, <= 0,5% of molybdenum, cut into shapes other than square or rectangular, hot-rolled or obtained by continuous casting",Iron and steel,2027,6.45,,6.45,7.74,F,true
Türkiye,72249031,"Semi-finished products of steel containing by weight 0,9% to 1,15% carbon, 0,5% to 2% of chromium and, if present, <= 0,5% of molybdenum, cut into shapes other than square or rectangular, hot-rolled or obtained by continuous casting",Iron and steel,2028,6.45,,6.45,8.385,F,true
Türkiye,72249038,"Semi-finished products of alloy steel, other than stainless steel, cut into shapes other than square or rectangular, hot-rolled or obtained by continuous casting (excl. of tool steel and products containing by weight 0,9% to 1,15% of carbon, 0,5% to 2% of chromium and, if present, <= 0,5% of molybdenum)",Iron and steel,2026,6.45,,6.45,7.095,F,true
Türkiye,72249038,"Semi-finished products of alloy steel, other than stainless steel, cut into shapes other than square or rectangular, hot-rolled or obtained by continuous casting (excl. of tool steel and products containing by weight 0,9% to 1,15% of carbon, 0,5% to 2% of chromium and, if present, <= 0,5% of molybdenum)",Iron and steel,2027,6.45,,6.45,7.74,F,true
Türkiye,72249038,"Semi-finished products of alloy steel, other than stainless steel, cut into shapes other than square or rectangular, hot-rolled or obtained by continuous casting (excl. of tool steel and products containing by weight 0,9% to 1,15% of carbon, 0,5% to 2% of chromium and, if present, <= 0,5% of molybdenum)",Iron and steel,2028,6.45,,6.45,8.385,F,true
Türkiye,72249090,"Semi-finished products of alloy steel, other than stainless steel, forged (excl. of tool steel and products of square or rectangular, circular or polygamol cross-section)",Iron and steel,2026,6.95,,6.95,7.645,F,true
Türkiye,72249090,"Semi-finished products of alloy steel, other than stainless steel, forged (excl. of tool steel and products of square or rectangular, circular or polygamol cross-section)",Iron and steel,2027,6.95,,6.95,8.34,F,true
Türkiye,72249090,"Semi-finished products of alloy steel, other than stainless steel, forged (excl. of tool steel and products of square or rectangular, circular or polygamol cross-section)",Iron and steel,2028,6.95,,6.95,9.035,F,true
Türkiye,7225,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced""",Iron and steel,2026,,,,,,false
Türkiye,7225,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced""",Iron and steel,2027,,,,,,false
Türkiye,7225,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced""",Iron and steel,2028,,,,,,false
Türkiye,72251100,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, grain-oriented",Iron and steel,2026,8.5,,8.5,9.35,C,true
Türkiye,72251100,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, grain-oriented",Iron and steel,2027,8.5,,8.5,10.2,C,true
Türkiye,72251100,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, grain-oriented",Iron and steel,2028,8.5,,8.5,11.05,C,true
Türkiye,72251910,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, hot-rolled",Iron and steel,2026,6.45,,6.45,7.095,C,true
Türkiye,72251910,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, hot-rolled",Iron and steel,2027,6.45,,6.45,7.74,C,true
Türkiye,72251910,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, hot-rolled",Iron and steel,2028,6.45,,6.45,8.385,C,true
Türkiye,72251990,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, cold-rolled ""cold-reduced"", non-grain-oriented",Iron and steel,2026,6.52,,6.52,7.172,F,true
Türkiye,72251990,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, cold-rolled ""cold-reduced"", non-grain-oriented",Iron and steel,2027,6.52,,6.52,7.824,F,true
Türkiye,72251990,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, cold-rolled ""cold-reduced"", non-grain-oriented",Iron and steel,2028,6.52,,6.52,8.476,F,true
Türkiye,722530,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further worked than hot-rolled, in coils (excl. products of silicon-electrical steel)",Iron and steel,2026,6.45,,6.45,7.095,F,true
Türkiye,722530,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further worked than hot-rolled, in coils (excl. products of silicon-electrical steel)",Iron and steel,2027,6.45,,6.45,7.74,F,true
Türkiye,722530,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further worked than hot-rolled, in coils (excl. products of silicon-electrical steel)",Iron and steel,2028,6.45,,6.45,8.385,F,true
Türkiye,722540,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further worked than hot-rolled, not in coils (excl. products of silicon-electrical steel)",Iron and steel,2026,6.45,,6.45,7.095,F,true
Türkiye,722540,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further worked than hot-rolled, not in coils (excl. products of silicon-electrical steel)",Iron and steel,2027,6.45,,6.45,7.74,F,true
Türkiye,722540,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further worked than hot-rolled, not in coils (excl. products of silicon-electrical steel)",Iron and steel,2028,6.45,,6.45,8.385,F,true
Türkiye,722550,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"" (excl. products of silicon-electrical steel)",Iron and steel,2026,6.52,,6.52,7.172,F,true
Türkiye,722550,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"" (excl. products of silicon-electrical steel)",Iron and steel,2027,6.52,,6.52,7.824,F,true
Türkiye,722550,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"" (excl. products of silicon-electrical steel)",Iron and steel,2028,6.52,,6.52,8.476,F,true
Türkiye,72259100,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and electrolytically plated or coated with zinc (excl. products of silicon-electrical steel)",Iron and steel,2026,6.52,,6.52,7.172,F,true
Türkiye,72259100,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and electrolytically plated or coated with zinc (excl. products of silicon-electrical steel)",Iron and steel,2027,6.52,,6.52,7.824,F,true
Türkiye,72259100,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and electrolytically plated or coated with zinc (excl. products of silicon-electrical steel)",Iron and steel,2028,6.52,,6.52,8.476,F,true
Türkiye,72259200,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and plated or coated with zinc (excl. electrolytically plated or coated and products of silicon-electrical steel)",Iron and steel,2026,6.52,,6.52,7.172,F,true
Türkiye,72259200,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and plated or coated with zinc (excl. electrolytically plated or coated and products of silicon-electrical steel)",Iron and steel,2027,6.52,,6.52,7.824,F,true
Türkiye,72259200,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and plated or coated with zinc (excl. electrolytically plated or coated and products of silicon-electrical steel)",Iron and steel,2028,6.52,,6.52,8.476,F,true
Türkiye,72259900,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked (excl. plated or coated with zinc and products of silicon-electrical steel)",Iron and steel,2026,6.52,,6.52,7.172,F,true
Türkiye,72259900,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked (excl. plated or coated with zinc and products of silicon-electrical steel)",Iron and steel,2027,6.52,,6.52,7.824,F,true
Türkiye,72259900,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked (excl. plated or coated with zinc and products of silicon-electrical steel)",Iron and steel,2028,6.52,,6.52,8.476,F,true
Türkiye,7226,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced""",Iron and steel,2026,,,,,,false
Türkiye,7226,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced""",Iron and steel,2027,,,,,,false
Türkiye,7226,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced""",Iron and steel,2028,,,,,,false
Türkiye,72261100,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", grain-oriented",Iron and steel,2026,8.5,,8.5,9.35,C,true
Türkiye,72261100,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", grain-oriented",Iron and steel,2027,8.5,,8.5,10.2,C,true
Türkiye,72261100,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", grain-oriented",Iron and steel,2028,8.5,,8.5,11.05,C,true
Türkiye,72261910,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, not further worked than hot-rolled",Iron and steel,2026,6.45,,6.45,7.095,C,true
Türkiye,72261910,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, not further worked than hot-rolled",Iron and steel,2027,6.45,,6.45,7.74,C,true
Türkiye,72261910,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, not further worked than hot-rolled",Iron and steel,2028,6.45,,6.45,8.385,C,true
Türkiye,72261980,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, cold-rolled ""cold-reduced"", whether or not further worked, or hot-rolled and further worked, non-grain-oriented",Iron and steel,2026,6.52,,6.52,7.172,F,true
Türkiye,72261980,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, cold-rolled ""cold-reduced"", whether or not further worked, or hot-rolled and further worked, non-grain-oriented",Iron and steel,2027,6.52,,6.52,7.824,F,true
Türkiye,72261980,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, cold-rolled ""cold-reduced"", whether or not further worked, or hot-rolled and further worked, non-grain-oriented",Iron and steel,2028,6.52,,6.52,8.476,F,true
Türkiye,72262000,"Flat-rolled products of high-speed steel, of a width of <= 600 mm, hot-rolled or cold-rolled ""cold-reduced""",Iron and steel,2026,6.45,,6.45,7.095,F,true
Türkiye,72262000,"Flat-rolled products of high-speed steel, of a width of <= 600 mm, hot-rolled or cold-rolled ""cold-reduced""",Iron and steel,2027,6.45,,6.45,7.74,F,true
Türkiye,72262000,"Flat-rolled products of high-speed steel, of a width of <= 600 mm, hot-rolled or cold-rolled ""cold-reduced""",Iron and steel,2028,6.45,,6.45,8.385,F,true
Türkiye,722691,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further worked than hot-rolled (excl. products of high-speed steel or silicon-electrical steel)",Iron and steel,2026,6.45,,6.45,7.095,F,true
Türkiye,722691,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further worked than hot-rolled (excl. products of high-speed steel or silicon-electrical steel)",Iron and steel,2027,6.45,,6.45,7.74,F,true
Türkiye,722691,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further worked than hot-rolled (excl. products of high-speed steel or silicon-electrical steel)",Iron and steel,2028,6.45,,6.45,8.385,F,true
Türkiye,72269200,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further worked than cold-rolled ""cold-reduced"" (excl. products of high-speed steel or silicon-electrical steel)",Iron and steel,2026,6.52,,6.52,7.172,F,true
Türkiye,72269200,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further worked than cold-rolled ""cold-reduced"" (excl. products of high-speed steel or silicon-electrical steel)",Iron and steel,2027,6.52,,6.52,7.824,F,true
Türkiye,72269200,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further worked than cold-rolled ""cold-reduced"" (excl. products of high-speed steel or silicon-electrical steel)",Iron and steel,2028,6.52,,6.52,8.476,F,true
Türkiye,722699,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked (excl. products of high-speed steel or silicon-electrical steel)",Iron and steel,2026,6.52,,6.52,7.172,F,true
Türkiye,722699,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked (excl. products of high-speed steel or silicon-electrical steel)",Iron and steel,2027,6.52,,6.52,7.824,F,true
Türkiye,722699,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked (excl. products of high-speed steel or silicon-electrical steel)",Iron and steel,2028,6.52,,6.52,8.476,F,true
Türkiye,7227,"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils",Iron and steel,2026,6.29,,6.29,6.919,C/F,true
Türkiye,7227,"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils",Iron and steel,2027,6.29,,6.29,7.548,C/F,true
Türkiye,7227,"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils",Iron and steel,2028,6.29,,6.29,8.177,C/F,true
Türkiye,7228,"Other bars and rods of alloy steel other than stainless, angles, shapes and sections of alloy steel other than stainless, n.e.s.; hollow drill bars and rods, of alloy or non-alloy steel",Iron and steel,2026,,,,,,false
Türkiye,7228,"Other bars and rods of alloy steel other than stainless, angles, shapes and sections of alloy steel other than stainless, n.e.s.; hollow drill bars and rods, of alloy or non-alloy steel",Iron and steel,2027,,,,,,false
